,server_round,acc_centralized,acc_distributed,losses_centralized,losses_distributed
0,1,0.0996,0.048034934497816595,2.506176283405085,2.634158075116087
1,2,0.1,0.03418803418803419,2.442073223697152,2.5762589385366845
2,3,0.1,0.08759124087591241,2.48188056915429,2.269585572019981
3,4,0.1,0.1975806451612903,2.561540281696684,2.327488540641723
4,5,0.1,0.10775862068965517,2.779787513101177,2.709202272110972
5,6,0.1,0.08333333333333333,2.8816937048723745,2.9071463232948664
6,7,0.1,0.14285714285714285,2.5551415370528106,2.391254564509889
7,8,0.1,0.10964912280701754,2.4189229467112545,2.401884547451086
8,9,0.1,0.17959183673469387,2.587821949819091,2.3720346256178253
9,10,0.1,0.06766917293233082,2.57400800619915,2.516163711261032
10,11,0.1,0.11587982832618025,2.471432994125755,2.432187218011193
11,12,0.1,0.12418300653594772,2.549351496301639,2.515680612302294
12,13,0.1,0.04583333333333333,2.7244990130139004,3.134026207526525
13,14,0.1,0.19047619047619047,2.6445753483255956,2.645885585792481
14,15,0.1,0.2575107296137339,2.495729200399605,2.1739566981025007
15,16,0.1,0.12260536398467432,2.4576602802155123,2.442933849904729
16,17,0.1,0.13043478260869565,2.4549750051680643,2.386889769625758
17,18,0.1,0.09266409266409266,2.464553025118105,2.4954964028362143
18,19,0.1,0.07936507936507936,2.433274323773232,2.4319910161078924
19,20,0.1,0.10810810810810811,2.3758830735637884,2.330770002829062
20,21,0.1,0.18181818181818182,2.3642084385938706,2.4256909947749996
21,22,0.1,0.14344262295081966,2.3920922674191227,2.243307145892597
22,23,0.1,0.12601626016260162,2.415371099095436,2.4531665478295426
23,24,0.0883,0.09865470852017937,2.4297438290468447,2.5412514455649884
24,25,0.1,0.07874015748031496,2.376026303904831,2.393042531539136
25,26,0.1,0.08333333333333333,2.3594346228678513,2.3183550823617867
26,27,0.1,0.09090909090909091,2.3369392316052866,2.3995162960097725
27,28,0.1,0.11952191235059761,2.4008942880448263,2.499558812593559
28,29,0.1,0.0995850622406639,2.4700409075257124,2.451900534610036
