,server_round,acc_centralized,acc_distributed,losses_centralized,losses_distributed
0,1,0.1,0.10105092966855295,2.3645530658163083,2.3464435099013503
1,2,0.1,0.1042319749216301,2.4746772711444054,2.5282914901041313
2,3,0.1,0.04481132075471698,2.562039202185953,2.64100089463048
3,4,0.0995,0.0914826498422713,2.5007447725648335,2.6054583317849915
4,5,0.1,0.10606060606060606,2.5103235199193286,2.5937708411553895
5,6,0.1,0.07550077041602465,2.4987107401440856,2.5763603794189005
6,7,0.1138,0.13678065054211844,2.4084125992598806,2.407402342712014
7,8,0.168,0.17345399698340874,2.3513107375734172,2.285502144743774
8,9,0.1669,0.17491749174917492,2.2984497182688135,2.306287569083003
9,10,0.1672,0.15452930728241562,2.225490576902013,2.2805095227107697
10,11,0.1689,0.20491803278688525,2.143988415693781,2.079098957592455
11,12,0.187,0.2467755803955288,2.10641352917738,2.0651079800655796
12,13,0.2026,0.19480519480519481,2.1216711094424983,2.143676457102741
13,14,0.2116,0.17611159546643418,2.05428362955713,2.02089390083303
14,15,0.1998,0.17338709677419356,2.0194481869412075,2.035774698853493
15,16,0.1799,0.14581734458940906,2.0946521037703105,2.2112791308602824
16,17,0.1852,0.20602218700475436,2.1442248965524566,2.1090585831228035
17,18,0.1763,0.1354515050167224,2.0951596566825916,2.213319252067585
18,19,0.216,0.12903225806451613,2.0616659989022903,2.1976801585766577
19,20,0.2064,0.2238349885408709,2.1330031012273896,2.0606860802135367
20,21,0.2062,0.2234910277324633,2.158371559373892,2.000266411273359
21,22,0.2132,0.21805054151624548,2.087260210589998,2.1317521014368492
22,23,0.2236,0.183206106870229,1.972220975122634,1.9826829916749393
23,24,0.2288,0.1905940594059406,1.9171074636422905,2.0202701386838857
24,25,0.2024,0.1576394502829426,1.9070904421958195,1.9687146668291515
25,26,0.2,0.22617354196301565,1.9222218777723372,1.9592817447772237
26,27,0.2025,0.19212218649517684,1.9589998456323223,1.9274934139282374
27,28,0.1972,0.14085667215815487,1.975354589474429,2.0306386471383853
28,29,0.1858,0.1497907949790795,1.9593905833116763,1.9516379072077603
29,30,0.1845,0.16293436293436295,1.9569024614467743,1.9881838630985569
30,31,0.2033,0.20434131736526945,1.9592555472805242,2.0277272000641164
31,32,0.2083,0.23286540049545829,1.9481922919583168,1.8793860804827915
32,33,0.2142,0.14662273476112025,1.942793799054091,1.923914644333244
33,34,0.2145,0.20240137221269297,1.9639934111552633,1.94512485977307
34,35,0.2226,0.26203630623520124,1.9686838373257096,1.9171448670321782
35,36,0.2299,0.2251392203659507,1.9520140597774724,1.934771998021559
36,37,0.2359,0.28127623845507976,1.9132377926711064,1.8439489881297704
37,38,0.2483,0.2616233254531127,1.8811295138802497,1.8882178207191544
38,39,0.2552,0.2860596293311845,1.8737226572765666,1.8273773813900882
39,40,0.2523,0.28603268945022287,1.8880263088615077,1.8276129295000527
40,41,0.2506,0.2633181126331811,1.8807637888914461,1.8710387310118073
41,42,0.2508,0.2796248934356351,1.8903917104575285,1.8422404863035586
42,43,0.2488,0.23601398601398602,1.9057362725020974,1.9018449415485341
43,44,0.2474,0.2463891248937978,1.9122306852583673,1.8464305614554082
44,45,0.2593,0.25554642563681185,1.8659813442047994,1.8427921421917717
45,46,0.2633,0.29772191673212883,1.8344723388647577,1.7806073228674242
46,47,0.2453,0.258008658008658,1.8269733410732003,1.8864826594596302
47,48,0.2368,0.24667774086378738,1.8389639315331818,1.855599401896182
48,49,0.2423,0.21398483572030327,1.8579245942413427,1.903170755357429
49,50,0.2455,0.2441200324412003,1.911654290879608,1.8355255773757786
50,51,0.2399,0.3016367887763055,1.9200326667469778,1.8572413933435086
51,52,0.2541,0.31377343113284434,1.8904912623630208,1.7319547059386362
52,53,0.2854,0.29411764705882354,1.8049505220097342,1.7416912374649456
53,54,0.2941,0.2486969471332837,1.7746499374413947,1.7921698589601893
54,55,0.2889,0.3340740740740741,1.7911596002092787,1.772953038127334
55,56,0.2853,0.3503591380686353,1.7889796746004918,1.7578885947240417
56,57,0.2941,0.2803970223325062,1.765039803116185,1.773395499086656
57,58,0.312,0.3509984639016897,1.74878686172947,1.6164514300643757
58,59,0.3124,0.34274193548387094,1.7828270485446711,1.6785627581419484
59,60,0.3124,0.29398663697104677,1.8191726860726716,1.8847714650161902
60,61,0.3176,0.279333838001514,1.8163732464905757,1.9057125592213702
61,62,0.323,0.3412633305988515,1.7539801164797157,1.7146147385887478
62,63,0.3295,0.2973830293417922,1.7088055663807378,1.7547219291175764
63,64,0.3285,0.2692307692307692,1.7102792361739334,1.7065704914239737
64,65,0.3423,0.35242929659173317,1.6668840836567484,1.6085119971855557
65,66,0.3575,0.42310960067969416,1.6348391376483213,1.6311817059804548
66,67,0.3564,0.3503709810387469,1.6678675025891347,1.64713744977635
67,68,0.3495,0.36016260162601627,1.6670317323344528,1.6806700977852673
68,69,0.3604,0.38531353135313534,1.6095196828720675,1.5646070268484626
69,70,0.3749,0.42483660130718953,1.5602356210635726,1.5230326322363872
70,71,0.386,0.3573667711598746,1.5408965516242252,1.5720047253800036
71,72,0.3914,0.3429718875502008,1.5391725096732947,1.6166710892834337
72,73,0.3898,0.3601823708206687,1.5456555557858414,1.6869096889140758
73,74,0.3829,0.4015686274509804,1.5774807869249088,1.5873874927034566
74,75,0.3869,0.3134453781512605,1.5953960676861416,1.70669412492704
75,76,0.4,0.4167371090448014,1.585049347513041,1.4511448038097972
76,77,0.403,0.3591331269349845,1.5678659001733088,1.5923036820379204
77,78,0.3977,0.31494252873563217,1.565866156748146,1.67647949315579
78,79,0.3952,0.41836734693877553,1.553087530622057,1.5329058299056526
79,80,0.3897,0.31905961376994124,1.5648274907640591,1.751050691960941
80,81,0.3914,0.37553832902670115,1.571862868442657,1.5872681110096225
81,82,0.3955,0.31270096463022506,1.5506013138279033,1.7357355595784938
82,83,0.4148,0.412056151940545,1.4890673221296566,1.5575429100718605
83,84,0.4326,0.45203376822716806,1.5015614936306219,1.5476664439221117
84,85,0.4397,0.45290423861852436,1.52064868978634,1.4174755361615394
85,86,0.4473,0.46290571870170016,1.4764501870058144,1.4228689557249432
86,87,0.4611,0.48508033664881406,1.4281457487944584,1.3901104994557154
87,88,0.4762,0.48615635179153094,1.3987590674382107,1.4156894706165364
88,89,0.4785,0.42564909520062943,1.4043741461577688,1.5197426885436784
89,90,0.4725,0.44146159582401195,1.3845317409296705,1.5024750699844047
90,91,0.4681,0.4339622641509434,1.3887824974242289,1.4342237238614064
91,92,0.4599,0.4377952755905512,1.4413278915320233,1.4291403368702085
92,93,0.4476,0.44610542879622345,1.4853836411883117,1.3999920518824098
93,94,0.4487,0.5136286201022147,1.4746578977366163,1.3532374739849995
94,95,0.4422,0.4170141784820684,1.47577888039267,1.4873709975927447
95,96,0.4425,0.43130990415335463,1.4758571986180202,1.5257348633421877
96,97,0.458,0.38203067932797663,1.4101647958634005,1.5949557181080385
97,98,0.4761,0.43962115232833465,1.3469684564383926,1.3741703594681214
98,99,0.4814,0.4883346741753821,1.3455376017625165,1.476554198890373
99,100,0.5003,0.4824561403508772,1.3410259781369738,1.4365655517464049
100,101,0.5053,0.534621578099839,1.3256998745499142,1.3637924050363366
101,102,0.5131,0.4671163575042159,1.3000693761619033,1.396087623366216
102,103,0.5109,0.5085034013605442,1.3027152715215258,1.3422467167280159
103,104,0.5201,0.5310015898251192,1.2850043511694405,1.1955875186738225
104,105,0.5173,0.4749608763693271,1.2836904396676714,1.435441535123637
105,106,0.5245,0.5023696682464455,1.2625342467028624,1.2449858540324803
106,107,0.5283,0.49926578560939794,1.255344666493167,1.2984872954007287
107,108,0.5259,0.4987951807228916,1.287656492868047,1.2791589851838996
108,109,0.53,0.5161787365177196,1.2620276455666608,1.23453536652637
109,110,0.5296,0.5237084217975938,1.2427201791174094,1.2801983707860607
110,111,0.5195,0.5169628432956381,1.2654472338925502,1.2362760975595823
111,112,0.5092,0.48010610079575594,1.2871169952829933,1.3076674688399945
112,113,0.5099,0.5528391167192429,1.3014498079658314,1.1361161504258117
113,114,0.5129,0.535687453042825,1.295438715606738,1.2200733317100043
114,115,0.5231,0.559016393442623,1.2750179718254477,1.1971656018593273
115,116,0.5304,0.5570934256055363,1.2627742814410263,1.318600187149015
116,117,0.542,0.5763945028294261,1.2478023596629975,1.1210981943767304
117,118,0.5496,0.5552699228791774,1.2296412978202673,1.2003245112624246
118,119,0.555,0.5514469453376206,1.2235136593982672,1.2249572632588757
119,120,0.5628,0.5652879156528792,1.1936366345472396,1.2241886339821857
120,121,0.5651,0.5746031746031746,1.1763527791970854,1.1413678647979857
121,122,0.5567,0.5802837938760269,1.196905219251183,1.1917967133952931
122,123,0.5595,0.5506573859242073,1.1836015980714445,1.3122017231452217
123,124,0.5673,0.561995597945708,1.1820205499412149,1.2149881674188598
124,125,0.5656,0.5369181380417335,1.2058887872726294,1.2194314213950983
125,126,0.5687,0.5585725368502715,1.2056796338148177,1.27690252196983
126,127,0.589,0.6048454469507101,1.1282017527112536,1.0965703213921965
127,128,0.5976,0.5978351373855121,1.1122890228678466,1.159842284196223
128,129,0.592,0.61998361998362,1.1358815966897708,1.0287460562735673
129,130,0.5901,0.6368078175895765,1.1241054591859223,0.9611037289572073
130,131,0.5925,0.5781758957654723,1.120804510298808,1.166369443364951
131,132,0.5723,0.5527896995708155,1.1657645296139323,1.1370917833925829
132,133,0.5546,0.5741029641185648,1.215047007153748,1.1327357911468483
133,134,0.5855,0.5418359057676686,1.1340057026049135,1.3546318271894169
134,135,0.6143,0.595565749235474,1.0612788955876782,1.1811727791660058
135,136,0.62,0.5986024844720497,1.0486774888767558,1.1370487189996317
136,137,0.6259,0.6134868421052632,1.0463677337215205,1.0533025736773485
